-9.974557, 0.000000, 0.000000
-9.818704, 0.000005, 0.000000
-9.662852, -0.000010, 0.000000
-9.506999, 0.000015, 0.000000
-9.351147, -0.000020, 0.000000
-9.195294, 0.000025, 0.000000
-9.039442, -0.000030, 0.000000
-8.883590, 0.000035, 0.000000
-8.727737, -0.000039, 0.000000
-8.571885, 0.000044, 0.000000
-8.416032, -0.000048, 0.000000
-8.260180, 0.000052, 0.000000
-8.104327, -0.000055, 0.000000
-7.948475, 0.000059, 0.000000
-7.792622, -0.000062, 0.000000
-7.636770, 0.000065, 0.000000
-7.480918, -0.000067, 0.000000
-7.325065, 0.000069, 0.000000
-7.169213, -0.000070, 0.000000
-7.013360, 0.000071, 0.000000
-6.857508, -0.000071, 0.000000
-6.701655, 0.000071, 0.000000
-6.545803, -0.000070, 0.000000
-6.389950, 0.000068, 0.000000
-6.234098, -0.000065, 0.000000
-6.078245, 0.000061, 0.000000
-5.922393, -0.000057, 0.000000
-5.766541, 0.000051, 0.000000
-5.610688, -0.000044, 0.000000
-5.454836, 0.000036, 0.000000
-5.298983, -0.000025, 0.000000
-5.143131, 0.000014, 0.000000
-4.987278, -0.000000, 0.000000
-4.831426, -0.000016, 0.000000
-4.675573, 0.000034, 0.000000
-4.519721, -0.000056, 0.000000
-4.363869, 0.000080, 0.000000
-4.208016, -0.000109, 0.000000
-4.052164, 0.000142, 0.000000
-3.896311, -0.000179, 0.000000
-3.740459, 0.000223, 0.000000
-3.584606, -0.000274, 0.000000
-3.428754, 0.000334, 0.000000
-3.272901, -0.000403, 0.000000
-3.117049, 0.000485, 0.000000
-2.961197, -0.000582, 0.000000
-2.805344, 0.000699, 0.000000
-2.649492, -0.000839, 0.000000
-2.493639, 0.001010, 0.000000
-2.337787, -0.001220, 0.000000
-2.181934, 0.001484, 0.000000
-2.026082, -0.001818, 0.000000
-1.870229, 0.002247, 0.000000
-1.714377, -0.002802, 0.000000
-1.558524, 0.003503, 0.000000
-1.402672, -0.004227, 0.000000
-1.246820, 0.003613, 0.000000
-1.090967, 0.020206, 0.000000
-0.935115, 1.051089, 1.253314
-0.779262, 1.255372, 1.253314
-0.623410, 1.206724, 1.253314
-0.467557, 1.256236, 1.253314
-0.311705, 1.233512, 1.253314
-0.155852, 1.264316, 1.253314
0.000000, 1.241174, 1.253314
0.155852, 1.264316, 1.253314
0.311705, 1.233512, 1.253314
0.467557, 1.256236, 1.253314
0.623410, 1.206724, 1.253314
0.779262, 1.255372, 1.253314
0.935115, 1.051089, 1.253314
1.090967, 0.020206, 0.000000
1.246820, 0.003613, 0.000000
1.402672, -0.004227, 0.000000
1.558524, 0.003503, 0.000000
1.714377, -0.002802, 0.000000
1.870229, 0.002247, 0.000000
2.026082, -0.001818, 0.000000
2.181934, 0.001484, 0.000000
2.337787, -0.001220, 0.000000
2.493639, 0.001010, 0.000000
2.649492, -0.000839, 0.000000
2.805344, 0.000699, 0.000000
2.961197, -0.000582, 0.000000
3.117049, 0.000485, 0.000000
3.272901, -0.000403, 0.000000
3.428754, 0.000334, 0.000000
3.584606, -0.000274, 0.000000
3.740459, 0.000223, 0.000000
3.896311, -0.000179, 0.000000
4.052164, 0.000142, 0.000000
4.208016, -0.000109, 0.000000
4.363869, 0.000080, 0.000000
4.519721, -0.000056, 0.000000
4.675573, 0.000034, 0.000000
4.831426, -0.000016, 0.000000
4.987278, -0.000000, 0.000000
5.143131, 0.000014, 0.000000
5.298983, -0.000025, 0.000000
5.454836, 0.000036, 0.000000
5.610688, -0.000044, 0.000000
5.766541, 0.000051, 0.000000
5.922393, -0.000057, 0.000000
6.078245, 0.000061, 0.000000
6.234098, -0.000065, 0.000000
6.389950, 0.000068, 0.000000
6.545803, -0.000070, 0.000000
6.701655, 0.000071, 0.000000
6.857508, -0.000071, 0.000000
7.013360, 0.000071, 0.000000
7.169213, -0.000070, 0.000000
7.325065, 0.000069, 0.000000
7.480918, -0.000067, 0.000000
7.636770, 0.000065, 0.000000
7.792622, -0.000062, 0.000000
7.948475, 0.000059, 0.000000
8.104327, -0.000055, 0.000000
8.260180, 0.000052, 0.000000
8.416032, -0.000048, 0.000000
8.571885, 0.000044, 0.000000
8.727737, -0.000039, 0.000000
8.883590, 0.000035, 0.000000
9.039442, -0.000030, 0.000000
9.195294, 0.000025, 0.000000
9.351147, -0.000020, 0.000000
9.506999, 0.000015, 0.000000
9.662852, -0.000010, 0.000000
9.818704, 0.000005, 0.000000
